"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-07-19","251","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-07-26","269","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-08-02","244","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-08-09","247","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-08-16","238","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-08-23","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-08-30","238","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-09-06","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-09-13","247","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-09-20","249","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-09-27","245","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-10-04","239","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-10-11","226","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-10-18","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-10-25","272","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-11-01","217","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-11-08","262","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-11-15","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-11-22","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-11-29","228","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-12-06","219","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-12-13","254","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-12-20","244","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2020-12-27","205","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-01-02"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-01-09"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-01-16"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-01-23"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-01-30"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-02-06"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-02-13"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-02-20"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-02-27"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-03-06"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-03-13"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-03-20"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-03-27"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-04-03"," 95","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-04-10"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-04-17"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-04-24"," 90","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-05-01"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-05-08"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-05-15"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-05-22"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-05-29"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-06-05"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-06-12"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-06-19"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-06-26"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-07-03"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-07-10"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-07-17"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-07-24"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-07-31"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-08-07"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-08-14"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-08-21"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-08-28"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-09-04"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-09-11"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-09-18"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-09-25"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-10-02"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-10-09"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-10-16"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-10-23"," 51","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-10-30"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-11-06"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-11-13"," 91","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-11-20"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-11-27"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-12-04"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-12-11"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-12-18"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2011-12-25"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-01-01"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-01-08"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-01-15"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-01-22"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-01-29"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-02-05"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-02-12"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-02-19"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-02-26"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-03-04"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-03-11"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-03-18"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-03-25"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-04-01"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-04-08"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-04-15"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-04-22"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-04-29"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-05-06"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-05-13"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-05-20"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-05-27"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-06-03"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-06-10"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-06-17"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-06-24"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-07-01"," 93","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-07-08"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-07-15"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-07-22"," 88","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-07-29"," 89","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-08-05"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-08-12"," 99","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-08-19"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-08-26"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-09-02"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-09-09"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-09-16"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-09-23"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-09-30"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-10-07"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-10-14"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-10-21"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-10-28"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-11-04"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-11-11"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-11-18"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-11-25"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-12-02"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-12-09"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-12-16"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-12-23"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2012-12-30"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-01-06"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-01-13"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-01-20"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-01-27"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-02-03"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-02-10"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-02-17"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-02-24"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-03-03"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-03-10"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-03-17"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-03-24"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-03-31"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-04-07"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-04-14"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-04-21"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-04-28"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-05-05"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-05-12"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-05-19"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-05-26"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-06-02"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-06-09"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-06-16"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-06-23"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-06-30"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-07-07"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-07-14"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-07-21"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-07-28"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-08-04"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-08-11","104","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-08-18"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-08-25"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-09-01"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-09-08"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-09-15"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-09-22"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-09-29"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-10-06"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-10-13"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-10-20"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-10-27"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-11-03"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-11-10"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-11-17"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-11-24"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-12-01"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-12-08"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-12-15"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-12-22"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2013-12-29"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-01-05"," 48","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-01-12"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-01-19"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-01-26"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-02-02"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-02-09"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-02-16"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-02-23"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-03-02"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-03-09"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-03-16"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-03-23"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-03-30"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-04-06"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-04-13"," 55","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-04-20"," 89","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-04-27"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-05-04"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-05-11"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-05-18"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-05-25"," 94","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-06-01"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-06-08"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-06-15"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-06-22"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-06-29"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-07-06"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-07-13","101","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-07-20"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-07-27"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-08-03"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-08-10"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-08-17"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-08-24"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-08-31"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-09-07"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-09-14"," 92","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-09-21"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-09-28"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-10-05"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-10-12"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-10-19"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-10-26"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-11-02"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-11-09"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-11-16"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-11-23"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-11-30"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-12-07"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-12-14"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-12-21"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2014-12-28"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-01-04"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-01-11"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-01-18"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-01-25"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-02-01"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-02-08"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-02-15"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-02-22"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-03-01"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-03-08"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-03-15"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-03-22"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-03-29"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-04-05"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-04-12"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-04-19"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-04-26"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-05-03"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-05-10"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-05-17"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-05-24"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-05-31"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-06-07"," 99","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-06-14"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-06-21"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-06-28"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-07-05"," 90","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-07-12"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-07-19"," 95","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-07-26"," 91","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-08-02"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-08-09"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-08-16"," 92","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-08-23"," 94","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-08-30","101","Number","11-01-21"
"Health","Weekly deaths","By region","Other South Island regions","Other South Island regions","2015-09-06"," 86","Number","11-01-21"
